hfpxzc href,qBF1Pd,e4rVHe,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,W4Efsd 7,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,MW4etd,UY7F9,ah5Ghc,
https://www.google.com.br/maps/place/Craft+Food/data=!4m7!3m6!1s0x864c3d305c94cb43:0x484846b55d2684b2!8m2!3d33.0914066!4d-96.8042151!16s%2Fg%2F11p3sgvqmg!19sChIJQ8uUXDA9TIYRsoQmXbVGSEg?authuser=0&hl=pt-BR&rclk=1,Craft Food,"4,6",-294,Supermercado,·,,·,Fechado,· Abre seg. às 10:00,·,8300 Preston Rd #190,#ERROR!,,Website,http://www.craftfoodusa.com/,,Rotas,Compras na loja,·,Entrega
https://www.google.com.br/maps/place/ATA+Foods+LLC/data=!4m7!3m6!1s0x864c1e321cf70d49:0x533ed74bf5abe5c0!8m2!3d32.9117185!4d-96.7021101!16s%2Fg%2F11c59nr6v7!19sChIJSQ33HDIeTIYRwOWr9UvXPlM?authuser=0&hl=pt-BR&rclk=1,ATA Foods LLC,5,-7,Fabricante de alimentos,·,,11999 S Plano Rd #190,Fechado,· Abre seg. às 08:00,·,,#ERROR!,,Website,http://ata-foods.com/,,Rotas,,,
"https://www.google.com.br/maps/place/A%2B+Food+Industry+Inspections,+Inc/data=!4m7!3m6!1s0x864c3d7e3104caad:0xb06d2eec0043c5d5!8m2!3d33.0888149!4d-96.7959745!16s%2Fg%2F11m5p3cr0s!19sChIJrcoEMX49TIYR1cVDAOwubbA?authuser=0&hl=pt-BR&rclk=1","A+ Food Industry Inspections, Inc",5,-33,Agência de certificação,·,,·,Fechado,· Abre seg. às 09:00,·,8105 Rasor Boulevard,#ERROR!,,Website,https://aplusfii.com/,,Rotas,,,
https://www.google.com.br/maps/place/PepsiCo+-+Frito-Lay+North+America/data=!4m7!3m6!1s0x864c3b3965084cd9:0x4df889b7ff4c840a!8m2!3d33.07721!4d-96.8433347!16s%2Fg%2F11g21r0v1_!19sChIJ2UwIZTk7TIYRCoRM_7eJ-E0?authuser=0&hl=pt-BR&rclk=1,PepsiCo - Frito-Lay North America,"3,7",-146,Fornecedor de produtos alimentícios,·,,·,,,,7701 Legacy Dr,#ERROR!,,Website,https://www.pepsico.com/,,Rotas,,,
https://www.google.com.br/maps/place/PepsiCo/data=!4m7!3m6!1s0x864c3cb79d25dc65:0x17af9368a38cb591!8m2!3d33.076243!4d-96.8421523!16s%2Fg%2F1261hj5kt!19sChIJZdwlnbc8TIYRkbWMo2iTrxc?authuser=0&hl=pt-BR&rclk=1,PepsiCo,"3,4",-63,Fabricante,·,,·,7701 Legacy Dr,Aberto,· Fecha 22:00,·,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Green+Vine+Market/data=!4m7!3m6!1s0x864c19d02be0f245:0x30ed8f321d2cdeba!8m2!3d33.0243265!4d-96.6978848!16s%2Fg%2F11j61b9qh9!19sChIJRfLgK9AZTIYRut4sHTKP7TA?authuser=0&hl=pt-BR&rclk=1,Green Vine Market,"4,6",-1.243,Empório gourmet,·,,·,Aberto,· Fecha 20:30,·,1804 K Ave,#ERROR!,,Website,http://greenvinemarket.com/?utm_source=google&utm_medium=maps&utm_campaign=gbp&utm_content=gbp_website_link,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Central+Market/data=!4m7!3m6!1s0x864c2216a42f6613:0xb9cc086cc49226d!8m2!3d33.0021965!4d-96.7646127!16s%2Fg%2F1tfsc7f2!19sChIJE2YvpBYiTIYRbSJJzIbAnAs?authuser=0&hl=pt-BR&rclk=1,Central Market,"4,6",-4.698,Empório gourmet,·,,·,Aberto,· Fecha 22:00,·,320 Coit Rd,#ERROR!,,Website,https://www.centralmarket.com/locations/plano?utm_source=google&utm_medium=organic&utm_campaign=cm_stores,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Land+%26+Sea+Food+Solutions/data=!4m7!3m6!1s0x864c23b3ee104efd:0xd2b79691b7bf28e4!8m2!3d33.0155246!4d-96.8073489!16s%2Fg%2F11fjs4s5zm!19sChIJ_U4Q7rMjTIYR5Ci_t5GWt9I?authuser=0&hl=pt-BR&rclk=1,Land & Sea Food Solutions,,,Fornecedor de produtos alimentícios,·,,5304 W Plano Pkwy Suite #5,Fechado,· Abre seg. às 07:00,·,,#ERROR!,,Website,https://www.lsfoodsolutions.com/,,Rotas,,,
https://www.google.com.br/maps/place/Tasty+Goodness+LLC/data=!4m7!3m6!1s0x67cf8217ebdc35df:0xd6f3a98ff1877097!8m2!3d31.7627386!4d-95.6729834!16s%2Fg%2F11schzwj66!19sChIJ3zXc6xeCz2cRl3CH8Y-p89Y?authuser=0&hl=pt-BR&rclk=1,Tasty Goodness LLC,5,-2,Fabricante de temperos,,,·,Aberto 24 horas,,,,#ERROR!,,Website,https://bringthetasty.com/,,Rotas,,,
https://www.google.com.br/maps/place/Hirsch%27s+Meats/data=!4m7!3m6!1s0x864c185a6264d55f:0x8b4c0a252d84d50d!8m2!3d33.0414806!4d-96.718245!16s%2Fg%2F1tgcyg82!19sChIJX9VkYloYTIYRDdWELSUKTIs?authuser=0&hl=pt-BR&rclk=1,Hirsch's Meats,"4,8",-538,Açougue,·,,·,Fechado,· Abre ter. às 10:00,·,1301 W Parker Rd #100,#ERROR!,,Website,https://www.hirschsmeats.com/,,Rotas,Serviços no local,,
https://www.google.com.br/maps/place/Whole+Foods+Market/data=!4m7!3m6!1s0x864c2300a3154a4d:0xe73fe670290f85dc!8m2!3d33.0293286!4d-96.7969057!16s%2Fg%2F119tmjg81!19sChIJTUoVowAjTIYR3IUPKXDmP-c?authuser=0&hl=pt-BR&rclk=1,Whole Foods Market,"4,4",-2.481,Supermercado,·,,·,Aberto,· Fecha 21:00,Mercado de produtos naturais e orgânicos,2201 Preston Rd,#ERROR!,,Website,https://www.wholefoodsmarket.com/stores/plano?utm_source=google&utm_medium=organic&utm_campaign=listings,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Plano+Halal+Meats/data=!4m7!3m6!1s0x864c19006ab39b39:0xd89d1b3e92e0d531!8m2!3d33.0579608!4d-96.689309!16s%2Fg%2F11y42xn20c!19sChIJOZuzagAZTIYRMdXgkj4bndg?authuser=0&hl=pt-BR&rclk=1,Plano Halal Meats,"4,9",-281,Açougue,·,,·,Fecha em breve,· 19:00 · Abre seg. às 10:00,·,6100 K Ave suite 102,#ERROR!,,Website,https://www.planohalalmeat.com/,,Rotas,Compras na loja,·,Entrega
https://www.google.com.br/maps/place/Southwest+Farmers+Market/data=!4m7!3m6!1s0x864c195647f712e5:0xcf945a572623e39c!8m2!3d33.0425741!4d-96.7145321!16s%2Fg%2F11z1sylhb9!19sChIJ5RL3R1YZTIYRnOMjJldalM8?authuser=0&hl=pt-BR&rclk=1,Southwest Farmers Market,5,-6,Loja de artigos africanos,·,,915 W Parker Rd,Aberto,· Fecha 22:00,·,,#ERROR!,,Website,https://www.southwestfarmersmarket.com/,,Rotas,Compras na loja,,
https://www.google.com.br/maps/place/Dallas+USA+Foods/data=!4m7!3m6!1s0x864e9bbf3f8e640d:0x9c1540f8db3c802c!8m2!3d32.7744133!4d-96.8577648!16s%2Fg%2F1tfgdn91!19sChIJDWSOP7-bToYRLIA82_hAFZw?authuser=0&hl=pt-BR&rclk=1,Dallas USA Foods,"4,3",-47,Fabricante de alimentos,·,,·,Fechado,· Abre seg. às 08:00,·,1880 Lone Star Dr,#ERROR!,,Website,http://www.dallasusafoods.com/,,Rotas,,,
https://www.google.com.br/maps/place/Landmark+Foods/data=!4m7!3m6!1s0x864c3ccd19ca739f:0x4bdb0c2ae4b564fc!8m2!3d33.0728238!4d-96.8103382!16s%2Fg%2F1v96m5tk!19sChIJn3PKGc08TIYR_GS15CoM20s?authuser=0&hl=pt-BR&rclk=1,Landmark Foods,,,Negociante de alimentos,·,,5340 Legacy Dr #301,·,Fechado,· Abre seg. às 08:00,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Goodness+Steak+Seasoning/data=!4m7!3m6!1s0x8416bdafdb640cb:0x6cf7f57617237a4f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11rtcfd430!19sChIJy0C2_dprQQgRT3ojF3b192w?authuser=0&hl=pt-BR&rclk=1,Goodness Steak Seasoning,5,-12,Fabricante de temperos,,,·,Fechado,· Abre seg. à 00:00,,,#ERROR!,,Website,http://bringthetasty.com/,,Rotas,,,
https://www.google.com.br/maps/place/DAT%27s+Good+Cooking+LLC/data=!4m7!3m6!1s0xb845dc14cafb4a7:0xb3613f4539aaeff3!8m2!3d32.8067814!4d-97.031894!16s%2Fg%2F11p5_r312_!19sChIJp7SvTMFdhAsR8--qOUU_YbM?authuser=0&hl=pt-BR&rclk=1,DAT's Good Cooking LLC,5,-8,Fabricante de alimentos,,,·,Fechado,· Abre seg. às 10:00,,,#ERROR!,,Website,http://dats-good-cooking.square.site/,,Rotas,,,
https://www.google.com.br/maps/place/The+Texas+Slab+Factory/data=!4m7!3m6!1s0x864c1902e7f7927d:0xcca927918f84b471!8m2!3d33.0241224!4d-96.704542!16s%2Fg%2F11c1nrlzwh!19sChIJfZL35wIZTIYRcbSEj5Enqcw?authuser=0&hl=pt-BR&rclk=1,The Texas Slab Factory,"3,7",-3,Fabricante,·,,801 18th St,,,,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Soulfully+Yours+llc/data=!4m7!3m6!1s0x864c3dd109cc91bb:0xa4c2a8c2ff5cfa15!8m2!3d33.0789293!4d-96.8090684!16s%2Fg%2F11kqr10c1l!19sChIJu5HMCdE9TIYRFfpc_8KowqQ?authuser=0&hl=pt-BR&rclk=1,Soulfully Yours llc,,,Fabricante de alimentos,·,,·,Fechado,· Abre seg. às 09:00,·,5465 Legacy Dr,#ERROR!,,Website,https://soulfullyyourssauce.com/,,Rotas,,,
https://www.google.com.br/maps/place/Apogee+Foods/data=!4m7!3m6!1s0x864e9d0155faa3cb:0x5e6505b54ef4ffd4!8m2!3d32.8500426!4d-96.8833188!16s%2Fg%2F11c6vksh6p!19sChIJy6P6VQGdToYR1P_0TrUFZV4?authuser=0&hl=pt-BR&rclk=1,Apogee Foods,"2,4",-10,Fabricante de alimentos,·,,·,Fecha em breve,· 18:30 · Abre seg. às 06:00,·,9755 Clifford Dr #150,#ERROR!,,Website,http://www.apogeefoods.com/,,Rotas,,,
https://www.google.com.br/maps/place/Urban+Taste+Catering+Co/data=!4m7!3m6!1s0x864c18143d31196b:0x6253bd8a3a6c228e!8m2!3d33.059728!4d-96.731894!16s%2Fg%2F11ddxqf5np!19sChIJaxkxPRQYTIYRjiJsOoq9U2I?authuser=0&hl=pt-BR&rclk=1,Urban Taste Catering Co,"4,8",-52,Serviço de catering,·,,·,Fechado,· Abre seg. às 09:00,·,2011 Spring Creek Pkwy # 2000,#ERROR!,,Website,http://www.urbantastecatering.com/,,Rotas,,,
https://www.google.com.br/maps/place/Pegasus+Foods+Inc/data=!4m7!3m6!1s0x80c2c89e2a8d128d:0xf9a982ab48255938!8m2!3d32.9127512!4d-96.4254282!16s%2Fg%2F1tfhzw3s!19sChIJjRKNKp7IwoAROFklSKuCqfk?authuser=0&hl=pt-BR&rclk=1,Pegasus Foods Inc,"3,2",-85,Fabricante,·,,·,,,,1635 Innovation Dr,#ERROR!,,Website,https://pegasusfoodgroup.com/,,Rotas,,,
https://www.google.com.br/maps/place/Surlean+Foods/data=!4m7!3m6!1s0x864e900230838b73:0x1d6104f5f6707522!8m2!3d32.7014368!4d-96.9186073!16s%2Fg%2F1tmqrs9c!19sChIJc4uDMAKQToYRInVw9vUEYR0?authuser=0&hl=pt-BR&rclk=1,Surlean Foods,"3,7",-91,Fabricante de alimentos,·,,·,Fechado,· Abre seg. às 08:00,·,3551 Dan Morton Dr,#ERROR!,,Website,http://www.surleanfoods.com/,,Rotas,,,
https://www.google.com.br/maps/place/American+Chef+Inc/data=!4m7!3m6!1s0x864c19032890a28b:0x3ee97284d8240ba4!8m2!3d33.0237086!4d-96.7036913!16s%2Fg%2F1tykvsjk!19sChIJi6KQKAMZTIYRpAsk2IRy6T4?authuser=0&hl=pt-BR&rclk=1,American Chef Inc,,,Atacadista de carnes,·,,812 18th St,,,,,#ERROR!,,Website,http://www.americanchefinc.com/,,Rotas,,,
https://www.google.com.br/maps/place/Land+of+Oz+Beef/data=!4m7!3m6!1s0x864c3d3b0c24f421:0xfbe3f7cf154a25c5!8m2!3d32.9696576!4d-96.8690754!16s%2Fg%2F11n2hg3079!19sChIJIfQkDDs9TIYRxSVKFc_34_s?authuser=0&hl=pt-BR&rclk=1,Land of Oz Beef,5,-50,Açougue,,,·,Aberto 24 horas,,,,#ERROR!,,Website,http://www.landofozbeef.com/,,Rotas,Entrega,,
https://www.google.com.br/maps/place/Mitsuwa+Marketplace+-+Texas+Plano/data=!4m7!3m6!1s0x864c19c494599741:0x979b6269030c5543!8m2!3d33.0666595!4d-96.6929242!16s%2Fg%2F11c52_xtct!19sChIJQZdZlMQZTIYRQ1UMA2lim5c?authuser=0&hl=pt-BR&rclk=1,Mitsuwa Marketplace - Texas Plano,"4,6",-3.847,Mercearia japonesa,·,,·,Aberto,· Fecha 21:00,Supermercado com produtos japoneses,100 Legacy Dr,#ERROR!,,Website,https://mitsuwa.com/tp/,,Rotas,Serviços no local,,
https://www.google.com.br/maps/place/KC%27s+Organics/data=!4m7!3m6!1s0x65be616c89da4435:0xb8409070b0186b32!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11s0gz_0l8!19sChIJNUTaiWxhvmURMmsYsHCQQLg?authuser=0&hl=pt-BR&rclk=1,KC's Organics,5,-5,Fabricante de alimentos,,,·,Fechado,· Abre ter. às 17:00,,,#ERROR!,,Website,http://kcsorganic.com/?utm_source=gmb&utm_medium=referral,,Rotas,,,
https://www.google.com.br/maps/place/Renfro+Foods+Inc./data=!4m7!3m6!1s0x864e71054c113549:0xddb1746a199cb276!8m2!3d32.7409554!4d-97.3183899!16s%2Fg%2F1tj96t_g!19sChIJSTURTAVxToYRdrKcGWp0sd0?authuser=0&hl=pt-BR&rclk=1,Renfro Foods Inc.,"4,5",-59,Fabricante de alimentos,·,,815 Stella St,Fechado,· Abre seg. às 08:30,·,,#ERROR!,,Website,http://www.renfrofoods.com/,,Rotas,,,
https://www.google.com.br/maps/place/Ace+Mart+Restaurant+Supply/data=!4m7!3m6!1s0x864e0cd37a59c2fb:0xa5e48eeea14bf1c2!8m2!3d33.0278272!4d-96.7688716!16s%2Fg%2F1vtqwhv5!19sChIJ-8JZetMMToYRwvFLoe6O5KU?authuser=0&hl=pt-BR&rclk=1,Ace Mart Restaurant Supply,"4,7",-50,Loja de materiais para restaurante,·,,·,Fechado,· Abre seg. às 08:30,·,2220 Coit Rd Ste 200,#ERROR!,,Website,http://www.acemart.com/,,Rotas,Compras na loja,·,Retirada na loja
https://www.google.com.br/maps/place/H+Mart+Plano/data=!4m7!3m6!1s0x864c19a8ba8039bf:0x8807465796ed6014!8m2!3d33.039174!4d-96.6969663!16s%2Fg%2F1yh8073k7!19sChIJvzmAuqgZTIYRFGDtlldGB4g?authuser=0&hl=pt-BR&rclk=1,H Mart Plano,"4,4",-5.074,Mercearia coreana,·,,·,Aberto,· Fecha 22:00,Mercado asiático com produtos domésticos,3320 K Ave,#ERROR!,,Website,https://www.hmart.com/store/plano-tx-75074/462ea92c-3c28-43cb-ac5b-8062eb1fb6ab,,Rotas,Compras na loja,,
https://www.google.com.br/maps/place/National+Food+%26+Beverage/data=!4m7!3m6!1s0x864e9c93e437107f:0x8b1a2470d3b210d0!8m2!3d32.8163561!4d-96.8926871!16s%2Fg%2F1td1kddk!19sChIJfxA35JOcToYR0BCy03AkGos?authuser=0&hl=pt-BR&rclk=1,National Food & Beverage,"4,6",-22,Fornecedor de produtos alimentícios,·,,9030 Premier Row,Fechado,· Abre seg. às 08:00,·,,#ERROR!,,Website,https://www.national-foods.com/,,Rotas,Entrega,,
https://www.google.com.br/maps/place/Unlawful+Assembly+Brewing+Co./data=!4m7!3m6!1s0x864c3d0fd4a8879d:0x97374e01fa16cf0f!8m2!3d33.0834409!4d-96.8259812!16s%2Fg%2F11f6l73cmb!19sChIJnYeo1A89TIYRD88W-gFON5c?authuser=0&hl=pt-BR&rclk=1,Unlawful Assembly Brewing Co.,4,-48,Cervejaria,·,,·,Aberto,· Fecha 22:00,Bar animado com vista para a cervejaria,7800 Windrose Ave.,#ERROR!,,Website,https://www.unlawfulassembly.com/,,Rotas,Não faz entrega,,
"https://www.google.com.br/maps/place/Plano+Restaurant+Equipment,+LLC/data=!4m7!3m6!1s0x864c192102999869:0x81ef071aacc866e9!8m2!3d33.0080406!4d-96.7041223!16s%2Fg%2F11c1q3qvx6!19sChIJaZiZAiEZTIYR6WbIrBoH74E?authuser=0&hl=pt-BR&rclk=1","Plano Restaurant Equipment, LLC",,,Fabricante,·,,701 E Plano Pkwy #510,,,,,#ERROR!,,Website,http://www.planoreq.net/,,Rotas,,,
https://www.google.com.br/maps/place/Blue+Fig+International+Market/data=!4m7!3m6!1s0x864c1bcc47573d9d:0x68301903c9ce78b!8m2!3d33.0327117!4d-96.6499951!16s%2Fg%2F11g9c61t0b!19sChIJnT1XR8wbTIYRi-ecPJABgwY?authuser=0&hl=pt-BR&rclk=1,Blue Fig International Market,"4,6",-842,Supermercado,·,,·,4101 E Park Blvd # 135,Aberto,· Fecha 21:00,·,#ERROR!,,Rotas,,,,Serviços no local,,
https://www.google.com.br/maps/place/Abrams+Food+Company/data=!4m7!3m6!1s0x651efcc874565479:0x1fe69eeab5b1319d!8m2!3d33.1934971!4d-96.5695895!16s%2Fg%2F11s1wcr828!19sChIJeVRWdMj8HmURnTGxteqe5h8?authuser=0&hl=pt-BR&rclk=1,Abrams Food Company,,,Fabricante de alimentos,,,,,,,,#ERROR!,,Website,http://abramsfoodco.com/,,Rotas,,,
https://www.google.com.br/maps/place/FARM2COOK+FRESH+MEAT+STORE/data=!4m7!3m6!1s0x864c1998fbadfcff:0x5c8185062ffb3107!8m2!3d33.0553101!4d-96.7081316!16s%2Fg%2F11gr68xqdh!19sChIJ__yt-5gZTIYRBzH7LwaFgVw?authuser=0&hl=pt-BR&rclk=1,FARM2COOK FRESH MEAT STORE,"3,4",-66,Açougue,·,,·,Aberto,· Fecha 20:00,·,820 Spring Creek Pkwy #302,#ERROR!,,Website,https://farm2cook.com/,,Rotas,Compras na loja,·,Retirada na loja
https://www.google.com.br/maps/place/Rum+Cakes+Factory/data=!4m7!3m6!1s0x864c231e037b7fcd:0xb4a14afc5553d0c2!8m2!3d33.0562292!4d-96.8320088!16s%2Fg%2F11jtxds9ns!19sChIJzX97Ax4jTIYRwtBTVfxKobQ?authuser=0&hl=pt-BR&rclk=1,Rum Cakes Factory,"4,7",-720,Padaria,·,,·,Fechado,· Abre seg. às 11:00,·,6101 Windhaven Pkwy #140,#ERROR!,,Website,http://www.rumcakesfactory.com/,,Rotas,Refeição no local,·,Retirada na porta
https://www.google.com.br/maps/place/Smoothie+Factory+International/data=!4m7!3m6!1s0x864c1b53097f2bcb:0xdedd842ecc98316e!8m2!3d33.0613405!4d-96.7365624!16s%2Fg%2F11h06mwntg!19sChIJyyt_CVMbTIYRbjGYzC6E3d4?authuser=0&hl=pt-BR&rclk=1,Smoothie Factory International,5,-1,Fabricante de alimentos,,,·,Fechado,· Abre seg. às 09:00,,,#ERROR!,,Website,http://www.smoothiefactory.net/,,Rotas,,,
https://www.google.com.br/maps/place/Royal+Zabhia+Halal+Meats+%26+Bakery/data=!4m7!3m6!1s0x864c22c0be556ea7:0x62cadf910dfec5f6!8m2!3d33.0571206!4d-96.7719822!16s%2Fg%2F1ptvqy_67!19sChIJp25VvsAiTIYR9sX-DZHfymI?authuser=0&hl=pt-BR&rclk=1,Royal Zabhia Halal Meats & Bakery,"4,2",-441,Açougue,·,,·,Aberto,· Fecha 21:30,·,6205 Coit Rd # 324,#ERROR!,,Website,http://www.royalhalalmeat.com/,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Arvoli+Honey/data=!4m7!3m6!1s0x864c198f6889b321:0xb41ea6f62cdabaf6!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11jmz3qm03!19sChIJIbOJaI8ZTIYR9rraLPamHrQ?authuser=0&hl=pt-BR&rclk=1,Arvoli Honey,5,-5,Fabricante de alimentos,,,,Fechado,· Abre seg. às 10:00,,,,,Website,https://www.arvoli.com/,,Rotas,,,
https://www.google.com.br/maps/place/Abrams+Food+Company/data=!4m7!3m6!1s0xa7ca75b12ab7ffc7:0x36c51cb97632633e!8m2!3d33.1934971!4d-96.5695895!16s%2Fg%2F11s1wd8q3y!19sChIJx_-3KrF1yqcRPmMydrkcxTY?authuser=0&hl=pt-BR&rclk=1,Abrams Food Company,,,Fabricante de alimentos,,,,,,,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Abrams+Food+Company/data=!4m7!3m6!1s0x40c95b27c76b138b:0xa2cc3bed9b71df55!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11qb5wdz14!19sChIJixNrxydbyUARVd9xm-07zKI?authuser=0&hl=pt-BR&rclk=1,Abrams Food Company,,,Fabricante de alimentos,,,,,,,,#ERROR!,,Website,http://abramsfoodco.com/,,Rotas,,,
https://www.google.com.br/maps/place/PREMIER+MEAT+BAZAAR/data=!4m7!3m6!1s0x864c236c4c019daf:0xf6ddfbeb545e4fa1!8m2!3d33.0712397!4d-96.7523798!16s%2Fg%2F11g_zg17d8!19sChIJr50BTGwjTIYRoU9eVOv73fY?authuser=0&hl=pt-BR&rclk=1,PREMIER MEAT BAZAAR,"4,1",-145,Açougue,·,,·,6921 Independence Pkwy #190,Aberto,· Fecha 21:00,·,#ERROR!,,Rotas,,,,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Scrumptious+Fried+Pies+%26+Pastries./data=!4m7!3m6!1s0x864c199b2c408c89:0x87f224e8f2a8cc53!8m2!3d31.1689103!4d-100.0768425!16s%2Fg%2F11fpszm26n!19sChIJiYxALJsZTIYRU8yo8ugk8oc?authuser=0&hl=pt-BR&rclk=1,Scrumptious Fried Pies & Pastries.,5,-7,Fabricante de alimentos,,,·,,Aberto,· Fecha 20:00,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Bai+Brands+LLC/data=!4m7!3m6!1s0x864c3d51bf94e97f:0x1694a3412351b60a!8m2!3d33.077801!4d-96.8060624!16s%2Fg%2F11qh1y6qmc!19sChIJf-mUv1E9TIYRCrZRI0GjlBY?authuser=0&hl=pt-BR&rclk=1,Bai Brands LLC,3,-5,Distribuidora de bebidas,·,,·,Fechado,· Abre seg. às 08:00,,5301 Legacy Dr,,,Website,http://drinkbai.com/,,Rotas,,,
https://www.google.com.br/maps/place/H-E-B/data=!4m7!3m6!1s0x864c23459a932857:0x893d37f472afcf92!8m2!3d33.0553542!4d-96.7965965!16s%2Fg%2F11s33w3t0z!19sChIJVyiTmkUjTIYRks-vcvQ3PYk?authuser=0&hl=pt-BR&rclk=1,H-E-B,"4,6",-6.517,Supermercado,·,,·,Aberto,· Fecha 23:00,·,6001 Preston Rd Suite 100,#ERROR!,,Website,https://www.heb.com/heb-store/US/tx/plano/h-e-b-plano-790?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores&utm_content=plano,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Restore+Simply+LLC/data=!4m7!3m6!1s0x864c173a2ba0d1e5:0x921eb5b9322f8aaf!8m2!3d33.0613405!4d-96.7365624!16s%2Fg%2F11h24jlv2n!19sChIJ5dGgKzoXTIYRr4ovMrm1HpI?authuser=0&hl=pt-BR&rclk=1,Restore Simply LLC,5,-3,Fabricante de chá,,,·,,Fechado,· Abre seg. às 08:00,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Royal+Roost+Farm/data=!4m7!3m6!1s0x864c19538fce5ca7:0x952840fde649849e!8m2!3d33.42926!4d-96.2952705!16s%2Fg%2F11h81n1xv0!19sChIJp1zOj1MZTIYRnoRJ5v1AKJU?authuser=0&hl=pt-BR&rclk=1,Royal Roost Farm,5,-2,Negócio de produção de comida,,,·,Fechado,· Abre seg. às 09:00,,,#ERROR!,,Website,http://www.royalroostfarm.com/,,Rotas,,,
https://www.google.com.br/maps/place/Regal+Research+and+Manufacturing/data=!4m7!3m6!1s0x864c1924a7ff7413:0xab952b58b607f906!8m2!3d33.0069158!4d-96.6961284!16s%2Fg%2F1td58_ym!19sChIJE3T_pyQZTIYRBvkHtlgrlas?authuser=0&hl=pt-BR&rclk=1,Regal Research and Manufacturing,"3,8",-32,Fornecedor de chapas metálicas,·,,·,Fechado,· Abre seg. às 07:30,·,1200 E Plano Pkwy,#ERROR!,,Website,http://www.regalresearch.com/,,Rotas,,,
https://www.google.com.br/maps/place/Fast+Bar/data=!4m7!3m6!1s0xc3151fda86d824d:0x243d710476131537!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11rqs__dq5!19sChIJTYJtqP1RMQwRNxUTdgRxPSQ?authuser=0&hl=pt-BR&rclk=1,Fast Bar,3,-3,Fabricante de alimentos,,,·,Fechado,· Abre seg. às 09:00,,,#ERROR!,,Website,https://fastbar.com/,,Rotas,,,
https://www.google.com.br/maps/place/World+of+Organics+Garden+Supply/data=!4m7!3m6!1s0x864c1f2ff8386cbf:0x326546aacf1aa43c!8m2!3d33.0395465!4d-96.7081954!16s%2Fg%2F12vqykyy1!19sChIJv2w4-C8fTIYRPKQaz6pGZTI?authuser=0&hl=pt-BR&rclk=1,World of Organics Garden Supply,"4,6",-194,Fornecedor de fertilizantes,·,,·,Fechado,· Abre seg. às 10:00,·,230 W Parker Rd #180c,#ERROR!,,Website,https://worldoforganicsandhydroponics.com/,,Rotas,Serviços no local,,
https://www.google.com.br/maps/place/Union+Bear+Brewing+Co./data=!4m7!3m6!1s0x864c3cbc5ef3d20f:0x9f5e39f7e3d14c9c!8m2!3d33.0900944!4d-96.8213722!16s%2Fg%2F11gd4q95xy!19sChIJD9LzXrw8TIYRnEzR4_c5Xp8?authuser=0&hl=pt-BR&rclk=1,Union Bear Brewing Co.,"4,5",-1.728,Microcervejaria,·,,·,Aberto,· Fecha 22:00,·,5880 State Hwy 121 #101,#ERROR!,,Website,http://www.unionbear.com/,,Rotas,Refeição no local,·,Para viagem
https://www.google.com.br/maps/place/Let%27s+Get+Cooking/data=!4m7!3m6!1s0x864c18143d31196b:0x24620abcca313978!8m2!3d33.0597278!4d-96.7318944!16s%2Fg%2F11c7w0s99q!19sChIJaxkxPRQYTIYReDkxyrwKYiQ?authuser=0&hl=pt-BR&rclk=1,Let's Get Cooking,,,Escritório da empresa,·,,·,2011 Spring Creek Pkwy,Fechado,· Abre seg. às 11:00,·,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Texas+Toffee/data=!4m7!3m6!1s0x864c2282ff6daf55:0xf0d7be9586040451!8m2!3d33.0210436!4d-96.7510878!16s%2Fg%2F11f7b62y5m!19sChIJVa9t_4IiTIYRUQQEhpW-1_A?authuser=0&hl=pt-BR&rclk=1,Texas Toffee,"4,8",-100,Doceria,·,,·,Fechado,· Abre ter. às 10:00,·,2963 W 15th St Ste #2975,#ERROR!,,Website,https://texastoffee.com/,,Rotas,Compras na loja,·,Retirada na loja
